,datetime,temp,dew_point,rh,pressure,wind_dir,wind_sp,visibility,rain_3h,cloud
0,12 ก.ย. 65 19:00 น.,25.7,23.2,86,1007.72,ลมสงบ,ลมสงบ,12.00,ไม่มีฝน,มีเมฆมาก
1,12 ก.ย. 65 16:00 น.,27.3,24.0,82,1006.13,ENE,5.6,12.00,ฝนเล็กน้อย,มีเมฆมาก
2,12 ก.ย. 65 13:00 น.,25.9,22.6,82,1008.60,WSW,3.7,12.00,5.7,มีเมฆเต็มท้องฟ้า
3,12 ก.ย. 65 10:00 น.,24.8,23.6,93,1010.69,NNE,3.7,10.00,1.4,มีเมฆเต็มท้องฟ้า
4,12 ก.ย. 65 07:00 น.,23.5,23.0,97,1009.17,ลมสงบ,ลมสงบ,10.00,0.5,มีเมฆเต็มท้องฟ้า
5,12 ก.ย. 65 04:00 น.,23.9,23.5,97,1008.31,S,7.4,10.00,0.8,มีเมฆเต็มท้องฟ้า
6,12 ก.ย. 65 01:00 น.,23.8,23.4,97,1009.47,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเต็มท้องฟ้า
7,11 ก.ย. 65 22:00 น.,23.9,23.3,97,1010.14,W,5.6,10.00,1.7,มีเมฆเต็มท้องฟ้า
