,datetime,temp,dew_point,rh,pressure,wind_dir,wind_sp,visibility,rain_3h,cloud
0,12 ก.ย. 65 19:00 น.,29.5,25.1,77,1007.14,S,9.3,9.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
1,12 ก.ย. 65 16:00 น.,29.3,24.4,75,1005.60,SW,5.6,9.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
2,12 ก.ย. 65 13:00 น.,30.2,24.9,74,1009.19,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,มีเมฆมาก
3,12 ก.ย. 65 10:00 น.,29.4,24.2,74,1010.22,W,5.6,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
4,12 ก.ย. 65 07:00 น.,28.0,23.3,76,1008.78,WSW,9.3,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
