,datetime,temp,dew_point,rh,pressure,wind_dir,wind_sp,visibility,rain_3h,cloud
0,12 ก.ย. 65 19:00 น.,26.5,23.6,84,1008.48,ลมสงบ,ลมสงบ,7.00,ฝนเล็กน้อย,มีเมฆเป็นส่วนมาก
1,12 ก.ย. 65 16:00 น.,28.6,25.2,82,1006.88,ENE,5.6,8.00,ไม่มีฝน,มีเมฆเต็มท้องฟ้า
2,12 ก.ย. 65 13:00 น.,31.6,24.9,68,1008.47,WNW,7.4,10.00,ไม่มีฝน,ท้องฟ้าโปร่ง
3,12 ก.ย. 65 10:00 น.,28.9,25.5,82,1010.23,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเต็มท้องฟ้า
4,12 ก.ย. 65 07:00 น.,25.0,24.3,96,1008.77,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
5,12 ก.ย. 65 04:00 น.,24.3,23.9,97,1008.65,ลมสงบ,ลมสงบ,6.00,0.2,มีเมฆเต็มท้องฟ้า
6,12 ก.ย. 65 01:00 น.,24.5,23.8,96,1010.11,ENE,3.7,6.00,4.9,มีเมฆเต็มท้องฟ้า
7,11 ก.ย. 65 22:00 น.,25.0,24.3,96,1011.52,SSE,5.6,5.00,3.2,มีเมฆเต็มท้องฟ้า
