,datetime,temp,dew_point,rh,pressure,wind_dir,wind_sp,visibility,rain_3h,cloud
0,12 ก.ย. 65 19:00 น.,28.9,24.9,79,1007.56,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
1,12 ก.ย. 65 16:00 น.,31.6,24.3,65,1006.92,ลมสงบ,ลมสงบ,9.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
2,12 ก.ย. 65 13:00 น.,31.5,24.5,67,1007.47,ลมสงบ,ลมสงบ,9.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
3,12 ก.ย. 65 10:00 น.,30.0,25.8,78,1008.48,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
4,12 ก.ย. 65 07:00 น.,24.0,23.7,98,1009.23,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,ท้องฟ้าแจ่มใส
5,12 ก.ย. 65 04:00 น.,24.4,23.8,97,1008.96,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,มีเมฆเต็มท้องฟ้า
6,12 ก.ย. 65 01:00 น.,24.8,24.2,97,1009.90,ลมสงบ,ลมสงบ,8.00,1.4,มีเมฆเต็มท้องฟ้า
7,11 ก.ย. 65 22:00 น.,25.0,24.4,97,1010.49,ลมสงบ,ลมสงบ,8.00,18.8,มีเมฆเต็มท้องฟ้า
