,datetime,temp,dew_point,rh,pressure,wind_dir,wind_sp,visibility,rain_3h,cloud
0,12 ก.ย. 65 19:00 น.,27.8,25.4,87,1007.30,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆมาก
1,12 ก.ย. 65 16:00 น.,29.8,25.0,75,1005.67,ลมสงบ,ลมสงบ,12.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
2,12 ก.ย. 65 13:00 น.,27.2,23.7,81,1008.76,NNE,3.7,10.00,ไม่มีฝน,มีเมฆมาก
3,12 ก.ย. 65 10:00 น.,24.5,23.2,92,1011.02,N,7.4,7.00,22.7,มีเมฆเต็มท้องฟ้า
4,12 ก.ย. 65 07:00 น.,25.2,24.5,96,1008.87,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
5,12 ก.ย. 65 04:00 น.,25.0,24.1,95,1008.22,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
6,12 ก.ย. 65 01:00 น.,25.1,22.7,87,1009.68,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
7,11 ก.ย. 65 22:00 น.,27.0,25.1,90,1009.93,S,5.6,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
