,datetime,temp,dew_point,rh,pressure,wind_dir,wind_sp,visibility,rain_3h,cloud
0,12 ก.ย. 65 19:00 น.,30.1,25.3,76,1007.25,S,3.7,10.00,ไม่มีฝน,มีเมฆเต็มท้องฟ้า
1,12 ก.ย. 65 16:00 น.,32.0,23.5,61,1006.78,NE,7.4,14.00,ไม่มีฝน,มีเมฆมาก
2,12 ก.ย. 65 13:00 น.,31.3,23.3,63,1009.80,W,3.7,14.00,ไม่มีฝน,มีเมฆมาก
3,12 ก.ย. 65 10:00 น.,29.0,24.4,76,1010.66,N,3.7,14.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
4,12 ก.ย. 65 07:00 น.,25.2,24.2,94,1009.59,SE,3.7,12.00,ไม่มีฝน,มีเมฆเต็มท้องฟ้า
5,12 ก.ย. 65 04:00 น.,25.3,23.8,92,1009.76,W,7.4,10.00,ไม่มีฝน,มีเมฆเต็มท้องฟ้า
6,12 ก.ย. 65 01:00 น.,25.5,24.0,92,1010.36,NW,3.7,10.00,ไม่มีฝน,มีเมฆเต็มท้องฟ้า
7,11 ก.ย. 65 22:00 น.,25.2,23.7,92,1010.47,SW,3.7,10.00,ฝนเล็กน้อย,มีเมฆเต็มท้องฟ้า
