,datetime,temp,dew_point,rh,pressure,wind_dir,wind_sp,visibility,rain_3h,cloud
0,12 ก.ย. 65 19:00 น.,19.7,19.5,99,1007.77,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
1,12 ก.ย. 65 16:00 น.,22.6,20.6,88,1004.28,ลมสงบ,ลมสงบ,8.00,9.6,มีเมฆมาก
2,12 ก.ย. 65 13:00 น.,21.4,20.6,95,1007.23,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
3,12 ก.ย. 65 10:00 น.,24.0,21.7,87,1007.39,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
4,12 ก.ย. 65 07:00 น.,19.5,19.3,99,1008.94,ลมสงบ,ลมสงบ,.10,0.9,
5,12 ก.ย. 65 04:00 น.,19.3,18.8,97,1008.49,S,3.7,5.00,ไม่มีฝน,มีเมฆมาก
6,12 ก.ย. 65 01:00 น.,19.8,19.5,98,1009.43,ลมสงบ,ลมสงบ,5.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
7,11 ก.ย. 65 22:00 น.,19.6,19.1,97,1010.36,ลมสงบ,ลมสงบ,4.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
