,datetime,temp,dew_point,rh,pressure,wind_dir,wind_sp,visibility,rain_3h,cloud
0,12 ก.ย. 65 19:00 น.,24.5,23.0,91,1008.68,ลมสงบ,ลมสงบ,8.00,14.8,มีเมฆเต็มท้องฟ้า
1,12 ก.ย. 65 16:00 น.,28.5,23.4,74,1006.32,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
2,12 ก.ย. 65 13:00 น.,29.5,23.7,71,1007.53,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
3,12 ก.ย. 65 10:00 น.,26.1,23.8,87,1010.78,ลมสงบ,ลมสงบ,12.00,ไม่มีฝน,มีเมฆมาก
4,12 ก.ย. 65 07:00 น.,23.1,22.9,99,1009.56,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,มีเมฆเต็มท้องฟ้า
5,12 ก.ย. 65 04:00 น.,23.0,22.8,99,1011.03,ลมสงบ,ลมสงบ,6.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
6,12 ก.ย. 65 01:00 น.,23.0,22.8,99,1010.46,ลมสงบ,ลมสงบ,6.00,ไม่มีฝน,มีเมฆเต็มท้องฟ้า
7,11 ก.ย. 65 22:00 น.,23.1,22.9,99,1011.22,ลมสงบ,ลมสงบ,7.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
