,region,station_name,max_temp,min_temp,wind_dir,max_wind_v,time,rain_24h,yearly_rain,date,Unnamed: 0,id,province,station_id,eng_province
0,north,แม่ฮ่องสอน,32.5,24.4,S,16.68,17:01,6.4,806.9,2022-08-05,5.0,3.0,แม่ฮ่องสอน,48300.0,Mae Hong Son
1,west,ชุมพร,33.8,25.2,W,29.65,14:06,0.3,"1,389.0",2022-08-05,99.0,63.0,ชุมพร,48517.0,Chumphon
2,west,นครศรีธรรมราช,33.3,25.0,E,11.12,11:47,0,"1,901.0",2022-08-05,101.0,64.0,นครศรีธรรมราช,48552.0,Nakhon Si Thammarat
3,south,ภูเก็ต (ศูนย์ฯ),32.0,25.0,WSW,27.80,01:44,0,"1,324.2",2022-08-05,117.0,75.0,ภูเก็ต,48565.0,Phuket
4,south,ตะกั่วป่า,32.0,25.2,WSW,25.95,10:50,1.2,"2,298.8",2022-08-05,122.0,78.0,พังงา,48561.0,Phangnga
5,south,ระนอง,32.0,25.3,SW,35.21,13:27,0.3,"2,450.0",2022-08-05,116.0,74.0,ระนอง,48532.0,Ranong
6,west,เกาะสมุย,31.8,25.2,W,35.21,10:05,0,"1,231.8",2022-08-05,111.0,72.0,สุราษฎร์ธานี,48550.0,Surat Thani
7,south,เกาะลันตา,33.2,24.6,SSW,42.62,16:20,0,"1,304.6",2022-08-05,119.0,76.0,กระบี่,48566.0,Krabi
8,west,พัทลุง สกษ.,33.3,25.8,WNW,33.36,15:10,0,"1,507.6",2022-08-05,115.0,73.0,พัทลุง,48560.0,Phatthalung
9,south,สตูล,33.2,25.5,WSW,27.80,02:39,2.0,"1,462.8",2022-08-05,123.0,79.0,สตูล,48570.0,Satun
10,west,หาดใหญ่,34.4,25.0,W,33.36,15:30,0.8,998.8,2022-08-05,124.0,80.0,สงขลา,48569.0,Songkhla
11,south,ตรัง,31.5,25.5,SSE,16.68,11:30,0.1,"1,508.0",2022-08-05,121.0,77.0,ตรัง,48567.0,Trang
12,west,ยะลา สกษ.,33.7,25.3,W,20.39,13:27,0,"1,257.1",2022-08-05,105.0,67.0,ยะลา,48581.0,Yala
13,north,เชียงราย,30.5,24.7,S,9.27,10:30,9.9,"1,077.3",2022-08-05,0.0,1.0,เชียงราย,48303.0,Chiang Rai
14,north,เชียงใหม่,31.7,25.1,SW,22.24,00:00,3.9,"1,008.4",2022-08-05,2.0,2.0,เชียงใหม่,48327.0,Chiang Mai
15,north,ลำปาง,33.0,23.8,SE,18.53,13:56,0.1,604.1,2022-08-05,24.0,13.0,ลำปาง,48328.0,Lampang
16,north,ลำพูน,33.2,24.4,SSW,22.24,15:07,0,701.7,2022-08-05,23.0,12.0,ลำพูน,48329.0,Lamphun
17,north,น่าน,32.8,25.5,SSE,16.68,14:00,1.1,871.7,2022-08-05,12.0,5.0,น่าน,48331.0,Nan
18,north,พะเยา,31.2,23.8,SSE,20.39,15:43,2.8,874.6,2022-08-05,22.0,11.0,พะเยา,48310.0,Phayao
19,north,แพร่,33.2,24.5,WNW,27.80,15:38,0.9,702.4,2022-08-05,27.0,14.0,แพร่,48330.0,Phrae
20,north,พิษณุโลก,32.0,24.5,W,31.51,20:20,21.8,773.0,2022-08-05,17.0,7.0,พิษณุโลก,48378.0,Phitsanulok
21,north,สุโขทัย,33.1,24.4,S,40.77,16:45,2.7,620.9,2022-08-05,20.0,10.0,สุโขทัย,48372.0,Sukhothai
22,north,อุตรดิตถ์,33.4,25.9,SW,20.39,18:11,16.3,752.6,2022-08-05,16.0,6.0,อุตรดิตถ์,48351.0,Uttaradit
23,middle,กาญจนบุรี,31.7,21.0,SW,14.83,11:28,0,657.9,2022-08-05,61.0,35.0,กาญจนบุรี,48450.0,Kanchanaburi
24,north,กำแพงเพชร,32.8,25.0,ESE,22.24,15:54,0.4,"1,008.0",2022-08-05,18.0,8.0,กำแพงเพชร,48380.0,Kamphaeng Phet
25,north,พิจิตร สกษ.,32.1,24.7,SSE,20.39,11:50,0,649.5,2022-08-05,19.0,9.0,พิจิตร,48386.0,Phichit
26,north,เพชรบูรณ์,32.7,24.5,S,12.97,14:10,0,663.4,2022-08-05,28.0,15.0,เพชรบูรณ์,48379.0,Phetchabun
27,middle,สุพรรณบุรี,33.0,25.4,SSW,12.97,07:45,0.1,727.5,2022-08-05,69.0,38.0,สุพรรณบุรี,48425.0,Suphan Buri
28,north,ตาก,32.8,24.6,W,29.65,16:16,0.2,500.3,2022-08-05,7.0,4.0,ตาก,48376.0,Tak
29,middle,อุทัยธานี,32.5,24.6,SSW,25.95,13:18,0,815.5,2022-08-05,78.0,48.0,อุทัยธานี,48410.0,Uthai Thani
30,,,,,,,,,,,,,,,Ang Thong
31,middle,ชัยนาท สกษ.,31.5,24.9,S,22.24,16:30,0,768.1,2022-08-05,71.0,39.0,ชัยนาท,48402.0,Chai Nat
32,middle,ลพบุรี,31.8,25.4,S,25.95,11:26,0.1,419.2,2022-08-05,72.0,40.0,ลพบุรี,48426.0,Lop Buri
33,east,นครนายก,22.6,17.3,WNW,9.27,12:22,0,"1,843.6",2022-08-05,93.0,60.0,นครนายก,48417.0,Nakhon Nayok
34,east,ปราจีนบุรี,32.4,24.7,WNW,9.27,11:00,0.5,942.0,2022-08-05,87.0,56.0,ปราจีนบุรี,48430.0,Prachin Buri
35,middle,นครสวรรค์,33.0,24.5,S,14.83,11:28,0.1,872.3,2022-08-05,63.0,36.0,นครสวรรค์,48400.0,Nakhon Sawan
36,middle,พระนครศรีอยุธยา,32.0,25.2,SSW,16.68,18:47,0,526.2,2022-08-05,74.0,41.0,พระนครศรีอยุธยา,48415.0,Phra Nakhon Si Ayutthaya
37,middle,ปทุมธานี สกษ.,33.5,25.0,SW,24.09,13:15,0.1,880.5,2022-08-05,76.0,43.0,ปทุมธานี,48419.0,Pathum Thani
38,,,,,,,,,,,,,,,Sing Buri
39,,,,,,,,,,,,,,,Saraburi
40,middle,กรุงเทพมหานคร,33.5,26.4,WNW,33.36,15:20,20.2,"1,139.1",2022-08-05,65.0,37.0,กรุงเทพมหานคร,48455.0,Bangkok Metropolis
41,,,,,,,,,,,,,,,Nonthaburi
42,middle,นครปฐม,32.2,24.0,W,24.09,14:20,0,483.2,2022-08-05,79.0,50.0,นครปฐม,48451.0,Nakhon Pathom
43,west,เพชรบุรี,32.0,24.4,,,,0.6,543.2,2022-08-05,107.0,70.0,เพชรบุรี,48465.0,Phetchaburi
44,west,หัวหิน,35.0,26.1,W,31.51,14:30,0,648.0,2022-08-05,108.0,71.0,ประจวบคีรีขันธ์,48475.0,Prachuap Khiri Khan
45,middle,ราชบุรี,32.3,25.0,WNW,44.48,13:36,0.1,553.5,2022-08-05,75.0,42.0,ราชบุรี,48464.0,Ratchaburi
46,middle,นำร่อง,30.6,25.6,W,38.92,15:41,1.3,697.8,2022-08-05,80.0,51.0,สมุทรปราการ,48457.0,Samut Prakan
47,,,,,,,,,,,,,,,Samut Sakhon
48,middle,สมุทรสงคราม,31.5,25.1,WNW,50.04,14:15,11.8,449.3,2022-08-05,77.0,46.0,สมุทรสงคราม,48438.0,Samut Songkhram
49,north east,ศรีสะเกษ,31.7,25.8,W,24.09,12:52,0,810.8,2022-08-05,53.0,30.0,ศรีสะเกษ,48409.0,Si Sa Ket
50,north east,อุบลราชธานี (ศูนย์ฯ),31.4,25.2,WSW,12.97,14:59,0,"1,140.9",2022-08-05,36.0,19.0,อุบลราชธานี,48407.0,Ubon Ratchathani
