,region,station_name,max_temp,min_temp,wind_dir,max_wind_v,time,rain_24h,yearly_rain,date,Unnamed: 0,id,province,station_id,eng_province
0,north,แม่ฮ่องสอน,35.7,25.4,ESE,16.68,22:14,0,665.8,2022-07-18,5.0,3.0,แม่ฮ่องสอน,48300.0,Mae Hong Son
1,west,ชุมพร,34.5,25.1,W,18.53,10:35,0,"1,319.7",2022-07-18,99.0,63.0,ชุมพร,48517.0,Chumphon
2,west,นครศรีธรรมราช,34.6,24.6,E,22.24,12:58,0,"1,785.7",2022-07-18,101.0,64.0,นครศรีธรรมราช,48552.0,Nakhon Si Thammarat
3,south,ภูเก็ต (ศูนย์ฯ),31.5,24.2,W,12.97,13:16,0,"1,081.9",2022-07-18,117.0,75.0,ภูเก็ต,48565.0,Phuket
4,south,ตะกั่วป่า,32.1,24.3,W,22.24,13:45,0,"1,876.8",2022-07-18,122.0,78.0,พังงา,48561.0,Phangnga
5,south,ระนอง,32.5,24.0,W,20.39,15:04,0.1,"2,182.5",2022-07-18,116.0,74.0,ระนอง,48532.0,Ranong
6,west,เกาะสมุย,35.0,25.5,W,27.80,10:05,0,"1,074.5",2022-07-18,111.0,72.0,สุราษฎร์ธานี,48550.0,Surat Thani
7,south,เกาะลันตา,30.8,25.0,SSW,22.24,23:00,0,953.0,2022-07-18,119.0,76.0,กระบี่,48566.0,Krabi
8,west,พัทลุง สกษ.,34.5,25.5,E,18.53,15:02,0,"1,362.4",2022-07-18,115.0,73.0,พัทลุง,48560.0,Phatthalung
9,south,สตูล,34.3,25.1,WSW,14.83,11:50,0,"1,343.9",2022-07-18,123.0,79.0,สตูล,48570.0,Satun
10,west,หาดใหญ่,35.7,23.5,WSW,24.09,14:30,0,940.8,2022-07-18,124.0,80.0,สงขลา,48569.0,Songkhla
11,south,ตรัง,34.5,25.0,WNW,22.24,15:55,0,"1,286.4",2022-07-18,121.0,77.0,ตรัง,48567.0,Trang
12,west,ยะลา สกษ.,35.3,24.8,SSW,20.39,09:14,0,"1,103.6",2022-07-18,105.0,67.0,ยะลา,48581.0,Yala
13,north,เชียงราย,35.3,25.5,S,16.68,15:30,0,871.2,2022-07-18,0.0,1.0,เชียงราย,48303.0,Chiang Rai
14,north,เชียงใหม่,35.7,25.4,S,22.24,21:35,0,846.0,2022-07-18,2.0,2.0,เชียงใหม่,48327.0,Chiang Mai
15,north,ลำปาง,37.5,25.4,WSW,24.09,13:31,0,542.2,2022-07-18,24.0,13.0,ลำปาง,48328.0,Lampang
16,north,ลำพูน,37.0,25.6,WSW,24.09,20:17,0,578.5,2022-07-18,23.0,12.0,ลำพูน,48329.0,Lamphun
17,north,น่าน,36.4,26.0,SE,14.83,12:59,0.4,725.5,2022-07-18,12.0,5.0,น่าน,48331.0,Nan
18,north,พะเยา,35.7,25.3,SSE,20.39,20:10,0,819.6,2022-07-18,22.0,11.0,พะเยา,48310.0,Phayao
19,north,แพร่,36.0,25.6,WNW,18.53,12:35,0,613.0,2022-07-18,27.0,14.0,แพร่,48330.0,Phrae
20,north,พิษณุโลก,35.4,25.5,NNE,18.53,11:05,0,660.1,2022-07-18,17.0,7.0,พิษณุโลก,48378.0,Phitsanulok
21,north,สุโขทัย,36.8,25.7,W,20.39,19:11,0,483.8,2022-07-18,20.0,10.0,สุโขทัย,48372.0,Sukhothai
22,north,อุตรดิตถ์,38.1,27.0,SW,18.53,15:30,0,623.9,2022-07-18,16.0,6.0,อุตรดิตถ์,48351.0,Uttaradit
23,middle,กาญจนบุรี,36.3,23.0,WSW,16.68,10:43,0,567.8,2022-07-18,61.0,35.0,กาญจนบุรี,48450.0,Kanchanaburi
24,north,กำแพงเพชร,36.0,24.7,N,18.53,16:52,0,877.9,2022-07-18,18.0,8.0,กำแพงเพชร,48380.0,Kamphaeng Phet
25,north,พิจิตร สกษ.,36.0,25.8,W,22.24,11:54,0,521.9,2022-07-18,19.0,9.0,พิจิตร,48386.0,Phichit
26,north,เพชรบูรณ์,35.7,25.2,SSE,11.12,11:30,0,572.0,2022-07-18,28.0,15.0,เพชรบูรณ์,48379.0,Phetchabun
27,middle,สุพรรณบุรี,36.7,26.0,WNW,14.83,12:42,0,550.2,2022-07-18,69.0,38.0,สุพรรณบุรี,48425.0,Suphan Buri
28,north,ตาก,36.1,27.6,W,37.07,13:33,0,417.9,2022-07-18,7.0,4.0,ตาก,48376.0,Tak
29,middle,อุทัยธานี,36.9,25.5,,3.71,00:00,0.2,712.5,2022-07-18,78.0,48.0,อุทัยธานี,48410.0,Uthai Thani
30,,,,,,,,,,,,,,,Ang Thong
31,middle,ชัยนาท สกษ.,36.0,25.5,W,18.53,14:55,0,629.0,2022-07-18,71.0,39.0,ชัยนาท,48402.0,Chai Nat
