,region,station_name,max_temp,min_temp,wind_dir,max_wind_v,time,rain_24h,yearly_rain,date,Unnamed: 0,id,province,station_id,eng_province
0,north,แม่ฮ่องสอน,37.2,24.0,ESE,25.95,15:51,0,743.1,2022-07-27,5.0,3.0,แม่ฮ่องสอน,48300.0,Mae Hong Son
1,west,ชุมพร,33.3,25.5,,9.27,00:00,1.9,"1,351.6",2022-07-27,99.0,63.0,ชุมพร,48517.0,Chumphon
2,west,นครศรีธรรมราช,33.2,25.6,ESE,29.65,14:54,14.9,"1,881.5",2022-07-27,101.0,64.0,นครศรีธรรมราช,48552.0,Nakhon Si Thammarat
3,south,ภูเก็ต (ศูนย์ฯ),33.1,25.0,SSW,22.24,14:00,18.1,"1,171.3",2022-07-27,117.0,75.0,ภูเก็ต,48565.0,Phuket
4,south,ตะกั่วป่า,32.2,24.3,W,20.39,11:50,19.8,"2,031.8",2022-07-27,122.0,78.0,พังงา,48561.0,Phangnga
5,south,ระนอง,31.5,24.3,W,18.53,15:05,4.7,"2,384.1",2022-07-27,116.0,74.0,ระนอง,48532.0,Ranong
6,west,เกาะสมุย,32.1,27.7,NNW,40.77,23:05,24.8,"1,179.5",2022-07-27,111.0,72.0,สุราษฎร์ธานี,48550.0,Surat Thani
7,south,เกาะลันตา,33.5,25.6,SSW,44.48,23:10,38.8,"1,038.4",2022-07-27,119.0,76.0,กระบี่,48566.0,Krabi
8,west,พัทลุง สกษ.,33.5,24.9,ESE,35.21,13:25,71.3,"1,457.7",2022-07-27,115.0,73.0,พัทลุง,48560.0,Phatthalung
9,south,สตูล,33.0,23.8,S,16.68,20:10,41.5,"1,419.0",2022-07-27,123.0,79.0,สตูล,48570.0,Satun
10,west,หาดใหญ่,34.1,22.6,S,25.95,17:00,0.2,959.0,2022-07-27,124.0,80.0,สงขลา,48569.0,Songkhla
11,south,ตรัง,34.3,23.6,SSE,24.09,14:54,3.8,"1,427.4",2022-07-27,121.0,77.0,ตรัง,48567.0,Trang
12,west,ยะลา สกษ.,33.5,23.3,S,25.95,13:50,14.6,"1,192.4",2022-07-27,105.0,67.0,ยะลา,48581.0,Yala
13,north,เชียงราย,36.0,24.7,SE,25.95,13:20,0,957.9,2022-07-27,0.0,1.0,เชียงราย,48303.0,Chiang Rai
14,north,เชียงใหม่,37.3,25.2,SE,20.39,15:29,0,913.2,2022-07-27,2.0,2.0,เชียงใหม่,48327.0,Chiang Mai
15,north,ลำปาง,38.3,25.2,SE,14.83,15:48,0,573.9,2022-07-27,24.0,13.0,ลำปาง,48328.0,Lampang
16,north,ลำพูน,37.1,25.4,NE,22.24,17:52,0,623.6,2022-07-27,23.0,12.0,ลำพูน,48329.0,Lamphun
17,north,น่าน,37.7,24.4,SSW,9.27,14:12,0,818.3,2022-07-27,12.0,5.0,น่าน,48331.0,Nan
18,north,พะเยา,35.8,24.4,SW,16.68,13:52,0,839.9,2022-07-27,22.0,11.0,พะเยา,48310.0,Phayao
19,north,แพร่,36.8,25.0,S,16.68,11:20,0,677.3,2022-07-27,27.0,14.0,แพร่,48330.0,Phrae
20,north,พิษณุโลก,35.2,24.8,SSE,11.12,14:00,0,716.7,2022-07-27,17.0,7.0,พิษณุโลก,48378.0,Phitsanulok
21,north,สุโขทัย,36.2,25.5,SSE,11.12,21:30,0,531.4,2022-07-27,20.0,10.0,สุโขทัย,48372.0,Sukhothai
22,north,อุตรดิตถ์,38.0,26.4,SSE,16.68,16:01,0,668.6,2022-07-27,16.0,6.0,อุตรดิตถ์,48351.0,Uttaradit
23,middle,กาญจนบุรี,36.5,22.8,W,9.27,10:06,0,611.1,2022-07-27,61.0,35.0,กาญจนบุรี,48450.0,Kanchanaburi
24,north,กำแพงเพชร,36.0,26.5,NNE,14.83,13:58,0,943.7,2022-07-27,18.0,8.0,กำแพงเพชร,48380.0,Kamphaeng Phet
25,north,พิจิตร สกษ.,35.4,26.3,SSE,24.09,12:09,0,626.1,2022-07-27,19.0,9.0,พิจิตร,48386.0,Phichit
26,north,เพชรบูรณ์,37.0,24.9,SSE,12.97,18:10,0,654.2,2022-07-27,28.0,15.0,เพชรบูรณ์,48379.0,Phetchabun
27,middle,สุพรรณบุรี,36.3,26.9,SE,16.68,09:08,0,568.1,2022-07-27,69.0,38.0,สุพรรณบุรี,48425.0,Suphan Buri
28,north,ตาก,36.9,26.0,E,16.68,15:21,0,457.0,2022-07-27,7.0,4.0,ตาก,48376.0,Tak
29,middle,อุทัยธานี,36.4,26.0,S,22.24,22:59,0,787.0,2022-07-27,78.0,48.0,อุทัยธานี,48410.0,Uthai Thani
30,,,,,,,,,,,,,,,Ang Thong
31,middle,ชัยนาท สกษ.,35.4,25.9,SSW,16.68,09:18,0,724.4,2022-07-27,71.0,39.0,ชัยนาท,48402.0,Chai Nat
32,middle,ลพบุรี,35.6,26.3,S,27.80,21:54,6.7,354.9,2022-07-27,72.0,40.0,ลพบุรี,48426.0,Lop Buri
33,east,นครนายก,26.0,17.4,S,7.41,19:38,15.5,"1,640.5",2022-07-27,93.0,60.0,นครนายก,48417.0,Nakhon Nayok
34,east,ปราจีนบุรี,35.7,26.5,ESE,11.12,19:10,0,843.1,2022-07-27,87.0,56.0,ปราจีนบุรี,48430.0,Prachin Buri
35,middle,นครสวรรค์,36.5,26.7,S,14.83,11:13,0,830.6,2022-07-27,63.0,36.0,นครสวรรค์,48400.0,Nakhon Sawan
36,middle,พระนครศรีอยุธยา,36.0,24.5,NE,20.39,22:20,0,478.6,2022-07-27,74.0,41.0,พระนครศรีอยุธยา,48415.0,Phra Nakhon Si Ayutthaya
37,middle,ปทุมธานี สกษ.,35.7,26.5,SW,14.83,11:25,0,764.7,2022-07-27,76.0,43.0,ปทุมธานี,48419.0,Pathum Thani
38,,,,,,,,,,,,,,,Sing Buri
39,,,,,,,,,,,,,,,Saraburi
40,middle,กรุงเทพมหานคร,35.6,27.7,S,22.24,20:40,5.6,"1,041.4",2022-07-27,65.0,37.0,กรุงเทพมหานคร,48455.0,Bangkok Metropolis
41,,,,,,,,,,,,,,,Nonthaburi
42,middle,นครปฐม,35.3,25.4,SSE,18.53,20:42,0,406.4,2022-07-27,79.0,50.0,นครปฐม,48451.0,Nakhon Pathom
43,west,เพชรบุรี,34.0,24.8,,,,0,509.8,2022-07-27,107.0,70.0,เพชรบุรี,48465.0,Phetchaburi
44,west,หัวหิน,32.9,26.2,,,,0,639.0,2022-07-27,108.0,71.0,ประจวบคีรีขันธ์,48475.0,Prachuap Khiri Khan
45,middle,ราชบุรี,35.7,25.7,SE,20.39,17:57,0.1,533.9,2022-07-27,75.0,42.0,ราชบุรี,48464.0,Ratchaburi
46,middle,นำร่อง,31.8,29.0,S,22.24,19:00,0,614.7,2022-07-27,80.0,51.0,สมุทรปราการ,48457.0,Samut Prakan
47,,,,,,,,,,,,,,,Samut Sakhon
48,middle,สมุทรสงคราม,33.4,27.1,S,31.51,21:20,0,426.5,2022-07-27,77.0,46.0,สมุทรสงคราม,48438.0,Samut Songkhram
49,north east,ศรีสะเกษ,35.0,25.3,SW,20.39,00:23,0.1,792.7,2022-07-27,53.0,30.0,ศรีสะเกษ,48409.0,Si Sa Ket
50,north east,อุบลราชธานี (ศูนย์ฯ),34.0,25.3,NW,12.97,13:31,3.0,"1,033.1",2022-07-27,36.0,19.0,อุบลราชธานี,48407.0,Ubon Ratchathani
51,north east,อำนาจเจริญ,33.1,23.7,SW,16.68,11:53,0.6,774.6,2022-07-27,60.0,34.0,อำนาจเจริญ,48391.0,Amnat Charoen
52,north east,ยโสธร,34.3,24.1,WSW,14.83,11:30,0,905.5,2022-07-27,54.0,31.0,ยโสธร,48406.0,Yasothon
53,east,พัทยา,31.3,26.5,S,18.53,13:30,15.6,645.7,2022-07-27,94.0,61.0,ชลบุรี,48461.0,Chon Buri
54,east,ฉะเชิงเทรา,35.7,24.9,SW,33.36,18:00,47.3,883.8,2022-07-27,92.0,59.0,ฉะเชิงเทรา,48458.0,Chachoengsao
55,east,จันทบุรี,34.2,25.7,WSW,18.53,13:15,0.7,"1,435.4",2022-07-27,90.0,58.0,จันทบุรี,48480.0,Chanthaburi
56,east,สระแก้ว,35.9,26.8,S,7.41,17:52,2.5,758.4,2022-07-27,83.0,53.0,สระแก้ว,48440.0,Sa Kaeo
57,east,ระยอง,32.6,27.1,E,22.24,19:50,0.1,620.3,2022-07-27,85.0,55.0,ระยอง,48478.0,Rayong
58,east,ตราด,32.9,24.7,E,18.53,01:32,0.3,"2,485.8",2022-07-27,89.0,57.0,ตราด,48501.0,Trat
