,region,station_name,max_temp,min_temp,wind_dir,max_wind_v,time,rain_24h,yearly_rain,date,Unnamed: 0,id,province,station_id,eng_province
0,north,เชียงราย,29.5,23.2,SSW,20.39,11:30,0,"1,032.7",2022-07-31,0,1,เชียงราย,48303,Chiang Rai
1,north,เชียงราย สกษ.,29.2,21.7,SW,12.97,07:40,19.3,"1,260.5",2022-07-31,1,1,เชียงราย,48304,
2,north,เชียงใหม่,30.7,23.9,WSW,18.53,15:52,3.3,938.0,2022-07-31,2,2,เชียงใหม่,48327,Chiang Mai
3,north,ดอยอ่างขาง,26.0,17.0,W,38.92,11:30,13.4,"1,143.3",2022-07-31,3,2,เชียงใหม่,48302,
4,north,แม่โจ้ สกษ.,,,,,,,,2022-07-31,4,2,เชียงใหม่,48326,
5,north,แม่ฮ่องสอน,33.3,23.5,ESE,18.53,12:44,1.6,785.1,2022-07-31,5,3,แม่ฮ่องสอน,48300,Mae Hong Son
6,north,แม่สะเรียง,30.5,24.1,ENE,18.53,11:37,5.7,689.1,2022-07-31,6,3,แม่ฮ่องสอน,48325,
7,north,ตาก,33.6,27.3,W,24.09,15:41,0,491.2,2022-07-31,7,4,ตาก,48376,Tak
8,north,แม่สอด,31.8,24.3,WSW,37.07,12:23,7.0,780.0,2022-07-31,8,4,ตาก,48375,
9,north,เขื่อนภูมิพล,31.0,27.0,W,16.68,14:55,17.0,488.3,2022-07-31,9,4,ตาก,48377,
10,,ดอยมูเซอ สกษ.,,,,,,,,,10,4,ตาก,48387,
11,north,อุ้มผาง,29.5,21.4,NW,5.56,16:03,11.9,"1,016.8",2022-07-31,11,4,ตาก,48385,
12,north,น่าน,31.0,23.4,SE,11.12,13:00,0,854.2,2022-07-31,12,5,น่าน,48331,Nan
13,north,น่าน สกษ.,29.4,22.8,ENE,11.12,10:37,0,751.9,2022-07-31,13,5,น่าน,48333,
14,north,ท่าวังผา,29.7,23.0,S,11.12,18:45,0.2,997.4,2022-07-31,14,5,น่าน,48315,
15,north,ทุ่งช้าง,30.0,23.3,SSE,9.27,12:00,9.6,"1,115.5",2022-07-31,15,5,น่าน,48307,
16,north,อุตรดิตถ์,30.7,24.9,NW,14.83,15:50,7.2,721.7,2022-07-31,16,6,อุตรดิตถ์,48351,Uttaradit
17,north,พิษณุโลก,29.8,23.9,NNE,31.51,14:20,0.6,746.9,2022-07-31,17,7,พิษณุโลก,48378,Phitsanulok
18,north,กำแพงเพชร,32.5,26.3,WSW,35.21,14:56,6.7,950.5,2022-07-31,18,8,กำแพงเพชร,48380,Kamphaeng Phet
19,north,พิจิตร สกษ.,33.0,26.6,WSW,42.62,17:12,2.3,629.4,2022-07-31,19,9,พิจิตร,48386,Phichit
20,north,สุโขทัย,30.1,24.5,SE,14.83,16:40,0.2,534.3,2022-07-31,20,10,สุโขทัย,48372,Sukhothai
21,north,ศรีสำโรง สกษ.,,,,,,,,2022-07-31,21,10,สุโขทัย,48373,
22,north,พะเยา,30.4,22.2,SSE,16.68,18:20,0.8,861.0,2022-07-31,22,11,พะเยา,48310,Phayao
23,north,ลำพูน,32.0,24.2,W,27.80,15:44,4.1,638.5,2022-07-31,23,12,ลำพูน,48329,Lamphun
24,north,ลำปาง,32.3,23.6,NW,31.51,00:35,9.8,598.5,2022-07-31,24,13,ลำปาง,48328,Lampang
25,north,เถิน,32.0,24.5,SSW,35.21,16:05,13.8,760.4,2022-07-31,25,13,ลำปาง,48324,
26,north,ลำปาง สกษ.,29.3,23.0,W,14.83,16:06,40.6,924.6,2022-07-31,26,13,ลำปาง,48334,
27,north,แพร่,33.0,23.2,W,20.39,19:05,0.8,685.5,2022-07-31,27,14,แพร่,48330,Phrae
28,north,เพชรบูรณ์,33.2,25.6,NE,16.68,09:30,1.5,658.4,2022-07-31,28,15,เพชรบูรณ์,48379,Phetchabun
29,north,หล่มสัก,32.5,25.6,S,14.83,11:20,0,476.0,2022-07-31,29,15,เพชรบูรณ์,48374,
30,north,วิเชียรบุรี,33.3,26.7,SW,11.12,16:00,0.3,912.4,2022-07-31,30,15,เพชรบูรณ์,48413,
31,north east,หนองคาย,33.5,24.0,WNW,31.51,21:12,58.4,"1,375.7",2022-07-31,31,16,หนองคาย,48352,Nong Khai
32,north east,เลย,33.8,23.0,N,14.83,13:30,0.6,867.5,2022-07-31,32,17,เลย,48353,Loei
33,north east,เลย สกษ.,34.1,23.6,NW,11.12,15:43,0.6,724.6,2022-07-31,33,17,เลย,48350,
34,north east,ขอนแก่น,33.0,25.3,NNW,11.12,14:54,9.4,841.9,2022-07-31,34,18,ขอนแก่น,48381,Khon Kaen
35,north east,ท่าพระ สกษ.,32.3,25.4,N,18.53,14:52,4.3,786.5,2022-07-31,35,18,ขอนแก่น,48384,
36,north east,อุบลราชธานี (ศูนย์ฯ),32.4,25.3,WNW,9.27,14:55,15.1,"1,088.7",2022-07-31,36,19,อุบลราชธานี,48407,Ubon Ratchathani
37,north east,อุบลราชธานี สกษ.,31.8,24.3,SW,14.83,10:51,53.2,994.7,2022-07-31,37,19,อุบลราชธานี,48408,
38,north east,นครราชสีมา,33.4,26.0,WNW,29.65,21:28,36.6,742.7,2022-07-31,38,20,นครราชสีมา,48431,Nakhon Ratchasima
39,north east,ปากช่อง สกษ.,30.8,24.5,W,29.65,20:13,23.9,798.6,2022-07-31,39,20,นครราชสีมา,48435,
40,north east,โชคชัย,33.5,26.4,NNW,37.07,21:40,29.4,629.2,2022-07-31,40,20,นครราชสีมา,48434,
41,north east,ร้อยเอ็ด,31.8,25.2,WNW,35.21,17:38,7.7,996.5,2022-07-31,41,21,ร้อยเอ็ด,48405,Roi Et
42,north east,ร้อยเอ็ด สกษ.,31.5,24.5,WNW,24.09,17:30,3.5,"1,062.5",2022-07-31,42,21,ร้อยเอ็ด,48404,
43,north east,มุกดาหาร,33.5,25.0,SE,22.24,15:51,12.5,744.3,2022-07-31,43,22,มุกดาหาร,48383,Mukdahan
44,north east,อุดรธานี,32.2,24.3,SE,27.80,19:30,7.6,796.8,2022-07-31,44,23,อุดรธานี,48354,Udon Thani
45,north east,หนองบัวลำภู,32.6,24.6,W,18.53,15:20,0.8,642.3,2022-07-31,45,24,หนองบัวลำภู,48360,Nong Bua Lam Phu
46,north east,นครพนม,33.1,23.8,S,22.24,17:30,2.5,968.7,2022-07-31,46,25,นครพนม,48357,Nakhon Phanom
47,north east,นครพนม สกษ.,33.0,23.3,S,25.95,18:30,0.2,994.8,2022-07-31,47,25,นครพนม,48358,
48,north east,สกลนคร,32.1,23.1,WSW,16.68,17:37,0,785.0,2022-07-31,48,26,สกลนคร,48356,Sakon Nakhon
49,north east,สกลนคร สกษ.,31.5,22.5,SW,12.97,14:22,0.4,"1,019.8",2022-07-31,49,26,สกลนคร,48355,
50,north east,มหาสารคาม,32.8,24.7,WSW,11.12,16:20,27.2,679.7,2022-07-31,50,27,มหาสารคาม,48382,Maha Sarakham
51,north east,กาฬสินธุ์,31.0,23.1,W,27.80,17:10,7.5,973.1,2022-07-31,51,28,กาฬสินธุ์,48390,Kalasin
52,north east,ชัยภูมิ,31.7,26.3,W,22.24,12:31,17.6,820.2,2022-07-31,52,29,ชัยภูมิ,48403,Chaiyaphum
53,north east,ศรีสะเกษ,33.0,26.5,NW,24.09,11:39,7.8,800.5,2022-07-31,53,30,ศรีสะเกษ,48409,Si Sa Ket
54,north east,ยโสธร,31.7,23.3,WNW,20.39,10:29,0.2,947.5,2022-07-31,54,31,ยโสธร,48406,Yasothon
55,north east,สุรินทร์,32.6,26.1,WSW,29.65,19:25,18.0,"1,118.3",2022-07-31,55,32,สุรินทร์,48432,Surin
56,north east,สุรินทร์ สกษ.,33.0,26.5,S,27.80,19:20,18.4,"1,000.4",2022-07-31,56,32,สุรินทร์,48433,
57,north east,ท่าตูม,30.2,25.9,SSE,22.24,09:20,22.9,518.6,2022-07-31,57,32,สุรินทร์,48416,
58,north east,บุรีรัมย์,31.8,25.4,,,,18.6,"1,177.3",2022-07-31,58,33,บุรีรัมย์,48437,Buri Ram
59,north east,นางรอง,32.2,26.3,WNW,40.77,23:00,58.4,"1,202.4",2022-07-31,59,33,บุรีรัมย์,48436,
60,north east,อำนาจเจริญ,30.4,23.4,S,22.24,11:44,0.4,807.8,2022-07-31,60,34,อำนาจเจริญ,48391,Amnat Charoen
61,middle,กาญจนบุรี,35.6,23.8,W,12.97,10:30,31.3,647.8,2022-07-31,61,35,กาญจนบุรี,48450,Kanchanaburi
62,middle,ทองผาภูมิ,33.8,25.1,N,18.53,13:51,1.0,983.7,2022-07-31,62,35,กาญจนบุรี,48421,
63,middle,นครสวรรค์,34.1,26.2,WNW,22.24,17:19,19.2,855.3,2022-07-31,63,36,นครสวรรค์,48400,Nakhon Sawan
64,middle,ตากฟ้า สกษ.,33.2,26.5,W,24.09,18:17,23.2,683.4,2022-07-31,64,36,นครสวรรค์,48401,
65,middle,กรุงเทพมหานคร,36.6,28.0,SSW,22.24,16:37,3.1,"1,112.4",2022-07-31,65,37,กรุงเทพมหานคร,48455,Bangkok Metropolis
66,middle,กรุงเทพฯ ท่าเรือคลองเตย,36.0,28.8,WNW,14.83,13:45,3.8,902.4,2022-07-31,66,37,กรุงเทพมหานคร,48454,
67,middle,กรุงเทพฯ บางนา สกษ.,34.8,28.2,SSW,14.83,15:28,4.5,"1,066.9",2022-07-31,67,37,กรุงเทพมหานคร,48453,
68,middle,สนามบินดอนเมือง,35.1,27.3,SE,66.72,17:00,51.4,980.2,2022-07-31,68,37,กรุงเทพมหานคร,48456,
