,region,station_name,max_temp,min_temp,wind_dir,max_wind_v,time,rain_24h,yearly_rain,date,Unnamed: 0,id,province,station_id,eng_province
0,north,เชียงราย,31.9,23.6,SW,20.39,22:45,0,"1,138.8",2022-08-09,0,1,เชียงราย,48303,Chiang Rai
1,north,เชียงราย สกษ.,32.5,21.3,SSE,14.83,12:52,0,"1,405.8",2022-08-09,1,1,เชียงราย,48304,
2,north,เชียงใหม่,30.6,23.4,W,20.39,15:25,2.3,"1,066.1",2022-08-09,2,2,เชียงใหม่,48327,Chiang Mai
3,north,ดอยอ่างขาง,22.5,17.5,W,31.51,03:00,14.8,"1,355.5",2022-08-09,3,2,เชียงใหม่,48302,
4,north,แม่โจ้ สกษ.,,,,,,,,2022-08-09,4,2,เชียงใหม่,48326,
5,north,แม่ฮ่องสอน,31.8,23.5,W,33.36,15:45,15.3,901.0,2022-08-09,5,3,แม่ฮ่องสอน,48300,Mae Hong Son
6,north,แม่สะเรียง,31.3,22.2,ESE,22.24,15:15,18.7,768.5,2022-08-09,6,3,แม่ฮ่องสอน,48325,
7,north,ตาก,33.5,23.4,W,33.36,16:39,1.9,547.0,2022-08-09,7,4,ตาก,48376,Tak
8,north,แม่สอด,30.5,21.8,W,33.36,14:56,26.0,980.8,2022-08-09,8,4,ตาก,48375,
9,north,เขื่อนภูมิพล,32.6,23.5,NW,16.68,18:20,5.0,508.9,2022-08-09,9,4,ตาก,48377,
10,,ดอยมูเซอ สกษ.,,,,,,,,,10,4,ตาก,48387,
11,north,อุ้มผาง,29.3,21.1,WSW,18.53,12:42,13.9,"1,167.6",2022-08-09,11,4,ตาก,48385,
12,north,น่าน,34.4,24.0,E,9.27,22:05,0,925.3,2022-08-09,12,5,น่าน,48331,Nan
13,north,น่าน สกษ.,32.4,23.6,SSW,12.97,14:52,3.6,857.0,2022-08-09,13,5,น่าน,48333,
14,north,ท่าวังผา,34.7,24.4,W,20.39,11:45,0,"1,090.9",2022-08-09,14,5,น่าน,48315,
15,north,ทุ่งช้าง,33.5,23.0,SSE,12.97,21:30,4.6,"1,207.7",2022-08-09,15,5,น่าน,48307,
16,north,อุตรดิตถ์,32.9,24.9,SSW,18.53,16:46,4.4,803.4,2022-08-09,16,6,อุตรดิตถ์,48351,Uttaradit
17,north,พิษณุโลก,32.7,23.9,NW,40.77,18:30,59.8,887.3,2022-08-09,17,7,พิษณุโลก,48378,Phitsanulok
18,north,กำแพงเพชร,31.5,24.0,SW,25.95,15:58,6.5,"1,068.0",2022-08-09,18,8,กำแพงเพชร,48380,Kamphaeng Phet
19,north,พิจิตร สกษ.,31.5,23.9,WSW,42.62,18:20,9.1,718.7,2022-08-09,19,9,พิจิตร,48386,Phichit
