,region,station_name,max_temp,min_temp,wind_dir,max_wind_v,time,rain_24h,yearly_rain,date,Unnamed: 0,id,province,station_id,eng_province
0,north,เชียงราย,32.3,24.4,SSE,18.53,15:30,0,"1,380.2",2022-08-18,0,1,เชียงราย,48303,Chiang Rai
1,north,เชียงราย สกษ.,32.6,22.8,SSW,14.83,00:00,0,"1,486.1",2022-08-18,1,1,เชียงราย,48304,
2,north,เชียงใหม่,33.0,24.1,SSW,22.24,17:55,0,"1,139.5",2022-08-18,2,2,เชียงใหม่,48327,Chiang Mai
3,north,ดอยอ่างขาง,21.5,17.5,NW,22.24,03:00,8.9,"1,572.5",2022-08-18,3,2,เชียงใหม่,48302,
4,north,แม่โจ้ สกษ.,,,,,,,,2022-08-18,4,2,เชียงใหม่,48326,
5,north,แม่ฮ่องสอน,32.4,23.4,E,18.53,12:43,0.3,"1,023.3",2022-08-18,5,3,แม่ฮ่องสอน,48300,Mae Hong Son
6,north,แม่สะเรียง,30.8,22.0,ESE,25.95,14:38,0.2,845.0,2022-08-18,6,3,แม่ฮ่องสอน,48325,
7,north,ตาก,32.2,23.7,W,25.95,17:40,2.2,601.3,2022-08-18,7,4,ตาก,48376,Tak
8,north,แม่สอด,31.0,22.0,SW,29.65,16:13,1.1,"1,057.8",2022-08-18,8,4,ตาก,48375,
9,north,เขื่อนภูมิพล,31.7,23.5,WSW,11.12,15:20,0,599.8,2022-08-18,9,4,ตาก,48377,
10,,ดอยมูเซอ สกษ.,,,,,,,,,10,4,ตาก,48387,
11,north,อุ้มผาง,29.2,21.3,S,12.97,15:25,0.5,"1,228.7",2022-08-18,11,4,ตาก,48385,
12,north,น่าน,34.1,24.4,,16.68,14:10,0,"1,019.6",2022-08-18,12,5,น่าน,48331,Nan
13,north,น่าน สกษ.,32.4,23.7,E,20.39,15:15,0,972.5,2022-08-18,13,5,น่าน,48333,
14,north,ท่าวังผา,32.5,24.8,S,20.39,10:20,0.5,"1,247.4",2022-08-18,14,5,น่าน,48315,
15,north,ทุ่งช้าง,33.0,23.5,S,11.12,14:17,0,"1,412.2",2022-08-18,15,5,น่าน,48307,
16,north,อุตรดิตถ์,35.3,25.4,SW,29.65,14:06,0,874.8,2022-08-18,16,6,อุตรดิตถ์,48351,Uttaradit
17,north,พิษณุโลก,34.1,25.2,SE,18.53,15:20,0.2,949.0,2022-08-18,17,7,พิษณุโลก,48378,Phitsanulok
18,north,กำแพงเพชร,32.6,25.0,SSE,20.39,13:01,7.1,"1,128.4",2022-08-18,18,8,กำแพงเพชร,48380,Kamphaeng Phet
19,north,พิจิตร สกษ.,33.4,25.7,ESE,14.83,15:29,0.2,838.0,2022-08-18,19,9,พิจิตร,48386,Phichit
20,north,สุโขทัย,33.6,24.4,S,29.65,19:50,1.9,670.0,2022-08-18,20,10,สุโขทัย,48372,Sukhothai
21,north,ศรีสำโรง สกษ.,,,,,,,,2022-08-18,21,10,สุโขทัย,48373,
22,north,พะเยา,33.6,23.2,SSE,22.24,16:23,0,931.5,2022-08-18,22,11,พะเยา,48310,Phayao
23,north,ลำพูน,33.2,24.0,SSW,20.39,13:52,0,803.8,2022-08-18,23,12,ลำพูน,48329,Lamphun
24,north,ลำปาง,33.7,23.7,SSW,18.53,14:22,0,690.0,2022-08-18,24,13,ลำปาง,48328,Lampang
25,north,เถิน,32.9,22.5,S,24.09,15:15,0,"1,003.4",2022-08-18,25,13,ลำปาง,48324,
26,north,ลำปาง สกษ.,31.5,23.5,S,16.68,17:20,0,"1,129.2",2022-08-18,26,13,ลำปาง,48334,
27,north,แพร่,33.3,22.9,W,25.95,15:15,1.6,797.0,2022-08-18,27,14,แพร่,48330,Phrae
28,north,เพชรบูรณ์,34.8,24.4,SSW,11.12,14:40,3.4,745.5,2022-08-18,28,15,เพชรบูรณ์,48379,Phetchabun
29,north,หล่มสัก,33.8,24.5,S,14.83,13:30,1.4,566.5,2022-08-18,29,15,เพชรบูรณ์,48374,
30,north,วิเชียรบุรี,33.9,25.1,SE,12.97,10:59,0,"1,033.9",2022-08-18,30,15,เพชรบูรณ์,48413,
31,north east,หนองคาย,33.2,26.3,W,14.83,12:48,0,"1,572.3",2022-08-18,31,16,หนองคาย,48352,Nong Khai
32,north east,เลย,32.6,23.4,N,20.39,13:21,1.0,"1,009.7",2022-08-18,32,17,เลย,48353,Loei
33,north east,เลย สกษ.,32.6,24.1,SSW,11.12,15:37,0.1,876.0,2022-08-18,33,17,เลย,48350,
34,north east,ขอนแก่น,33.5,24.7,WSW,22.24,12:23,0.6,"1,071.7",2022-08-18,34,18,ขอนแก่น,48381,Khon Kaen
35,north east,ท่าพระ สกษ.,32.7,24.9,SSW,16.68,16:08,0.1,"1,026.3",2022-08-18,35,18,ขอนแก่น,48384,
36,north east,อุบลราชธานี (ศูนย์ฯ),33.7,24.0,W,25.95,09:44,0,"1,482.7",2022-08-18,36,19,อุบลราชธานี,48407,Ubon Ratchathani
37,north east,อุบลราชธานี สกษ.,33.2,23.2,S,14.83,02:17,0,"1,287.0",2022-08-18,37,19,อุบลราชธานี,48408,
38,north east,นครราชสีมา,34.1,24.9,WNW,27.80,14:26,0,829.5,2022-08-18,38,20,นครราชสีมา,48431,Nakhon Ratchasima
39,north east,ปากช่อง สกษ.,30.6,23.3,W,29.65,10:08,0,924.2,2022-08-18,39,20,นครราชสีมา,48435,
40,north east,โชคชัย,33.7,24.7,W,18.53,14:05,0,793.5,2022-08-18,40,20,นครราชสีมา,48434,
41,north east,ร้อยเอ็ด,33.6,25.2,S,24.09,14:13,0,"1,155.5",2022-08-18,41,21,ร้อยเอ็ด,48405,Roi Et
42,north east,ร้อยเอ็ด สกษ.,32.4,24.9,WSW,18.53,09:35,0,"1,194.9",2022-08-18,42,21,ร้อยเอ็ด,48404,
43,north east,มุกดาหาร,33.4,24.6,WNW,22.24,15:14,10.3,"1,030.8",2022-08-18,43,22,มุกดาหาร,48383,Mukdahan
44,north east,อุดรธานี,32.7,25.9,SE,22.24,12:43,43.3,948.5,2022-08-18,44,23,อุดรธานี,48354,Udon Thani
45,north east,หนองบัวลำภู,34.0,25.5,SSW,20.39,14:52,0,775.0,2022-08-18,45,24,หนองบัวลำภู,48360,Nong Bua Lam Phu
46,north east,นครพนม,31.1,25.5,NW,18.53,14:30,15.9,"1,398.0",2022-08-18,46,25,นครพนม,48357,Nakhon Phanom
47,north east,นครพนม สกษ.,31.0,24.4,WNW,20.39,14:40,13.7,"1,259.2",2022-08-18,47,25,นครพนม,48358,
48,north east,สกลนคร,31.9,24.8,NE,31.51,13:41,12.2,891.9,2022-08-18,48,26,สกลนคร,48356,Sakon Nakhon
49,north east,สกลนคร สกษ.,32.6,24.6,NW,24.09,13:53,4.5,"1,205.2",2022-08-18,49,26,สกลนคร,48355,
50,north east,มหาสารคาม,34.1,25.1,WSW,20.39,09:40,0,901.4,2022-08-18,50,27,มหาสารคาม,48382,Maha Sarakham
51,north east,กาฬสินธุ์,33.4,24.9,W,14.83,09:55,0,"1,077.1",2022-08-18,51,28,กาฬสินธุ์,48390,Kalasin
52,north east,ชัยภูมิ,33.4,24.2,WSW,24.09,12:37,0,928.0,2022-08-18,52,29,ชัยภูมิ,48403,Chaiyaphum
