,region,station_name,max_temp,min_temp,wind_dir,max_wind_v,time,rain_24h,yearly_rain,date,Unnamed: 0,id,province,station_id,eng_province
0,north,เชียงราย,26.0,23.5,SSW,16.68,10:15,15.1,"1,134.6",2022-08-08,0,1,เชียงราย,48303,Chiang Rai
1,north,เชียงราย สกษ.,26.1,23.1,ESE,14.83,09:17,37.1,"1,405.8",2022-08-08,1,1,เชียงราย,48304,
2,north,เชียงใหม่,28.6,24.4,S,12.97,20:53,21.6,"1,039.9",2022-08-08,2,2,เชียงใหม่,48327,Chiang Mai
3,north,ดอยอ่างขาง,20.5,18.0,NNW,14.83,01:00,46.1,"1,324.7",2022-08-08,3,2,เชียงใหม่,48302,
4,north,แม่โจ้ สกษ.,,,,,,,,2022-08-08,4,2,เชียงใหม่,48326,
5,north,แม่ฮ่องสอน,30.3,23.7,S,18.53,17:16,31.3,898.9,2022-08-08,5,3,แม่ฮ่องสอน,48300,Mae Hong Son
6,north,แม่สะเรียง,30.5,22.1,ESE,29.65,13:07,41.0,768.5,2022-08-08,6,3,แม่ฮ่องสอน,48325,
7,north,ตาก,29.6,24.4,WSW,24.09,12:26,33.2,547.0,2022-08-08,7,4,ตาก,48376,Tak
8,north,แม่สอด,28.5,22.5,W,25.95,11:29,50.8,911.4,2022-08-08,8,4,ตาก,48375,
9,north,เขื่อนภูมิพล,31.0,24.8,WSW,11.12,11:50,5.0,508.9,2022-08-08,9,4,ตาก,48377,
10,,ดอยมูเซอ สกษ.,,,,,,,,,10,4,ตาก,48387,
11,north,อุ้มผาง,28.5,21.9,W,9.27,12:50,37.3,"1,130.2",2022-08-08,11,4,ตาก,48385,
12,north,น่าน,27.5,23.7,S,124.17,09:38,5.7,925.3,2022-08-08,12,5,น่าน,48331,Nan
13,north,น่าน สกษ.,27.4,23.3,SE,18.53,14:15,3.9,857.0,2022-08-08,13,5,น่าน,48333,
14,north,ท่าวังผา,29.2,23.4,S,11.12,13:20,0.9,"1,090.8",2022-08-08,14,5,น่าน,48315,
15,north,ทุ่งช้าง,26.5,23.5,SSE,9.27,15:05,24.1,"1,198.9",2022-08-08,15,5,น่าน,48307,
