,datetime,temp,dew_point,rh,pressure,wind_dir,wind_sp,visibility,rain_3h,cloud
0,04 ก.ย. 65 13:00 น.,30.4,22.6,63,1006.41,W,9.3,12.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
1,04 ก.ย. 65 10:00 น.,29.3,23.8,72,1008.75,WNW,7.4,12.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
2,04 ก.ย. 65 07:00 น.,24.5,23.0,91,1008.38,NNW,1.9,8.00,ไม่มีฝน,ท้องฟ้าโปร่ง
3,04 ก.ย. 65 04:00 น.,24.2,23.2,94,1007.48,E,1.9,2.00,ไม่มีฝน,มีเมฆบางส่วน
4,04 ก.ย. 65 01:00 น.,24.8,23.2,91,1008.30,ESE,1.9,6.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
5,03 ก.ย. 65 22:00 น.,25.5,23.6,89,1008.29,W,1.9,6.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
6,03 ก.ย. 65 19:00 น.,27.2,24.8,87,1006.22,S,1.9,8.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
7,03 ก.ย. 65 16:00 น.,31.0,23.2,63,1004.17,W,11.1,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
