,datetime,temp,dew_point,rh,pressure,wind_dir,wind_sp,visibility,rain_3h,cloud
0,04 ก.ย. 65 13:00 น.,33.5,25.0,61,1006.77,S,5.6,10.00,ไม่มีฝน,ท้องฟ้าโปร่ง
1,04 ก.ย. 65 10:00 น.,31.5,24.7,67,1009.17,W,9.3,9.00,ไม่มีฝน,ท้องฟ้าโปร่ง
2,04 ก.ย. 65 07:00 น.,25.5,24.2,93,1008.14,S,9.3,8.00,ไม่มีฝน,ท้องฟ้าโปร่ง
3,04 ก.ย. 65 04:00 น.,25.8,24.6,93,1007.71,ลมสงบ,ลมสงบ,6.00,ไม่มีฝน,ท้องฟ้าโปร่ง
4,04 ก.ย. 65 01:00 น.,26.2,24.9,93,1008.87,S,3.7,6.00,ไม่มีฝน,มีเมฆมาก
5,03 ก.ย. 65 22:00 น.,27.0,24.5,87,1008.71,S,3.7,7.00,ไม่มีฝน,มีเมฆมาก
6,03 ก.ย. 65 19:00 น.,28.2,23.5,76,1006.16,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
7,03 ก.ย. 65 16:00 น.,33.0,26.0,67,1004.43,ลมสงบ,ลมสงบ,9.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
