,datetime,temp,dew_point,rh,pressure,wind_dir,wind_sp,visibility,rain_3h,cloud
0,04 ก.ย. 65 16:00 น.,32.8,23.0,56,1006.51,W,14.8,10.00,ไม่มีฝน,มีเมฆมาก
1,04 ก.ย. 65 13:00 น.,31.4,22.1,58,1007.81,W,7.4,10.00,ไม่มีฝน,มีเมฆมาก
2,04 ก.ย. 65 10:00 น.,29.0,23.5,72,1010.36,W,5.6,10.00,ไม่มีฝน,มีเมฆมาก
3,04 ก.ย. 65 07:00 น.,25.5,23.7,90,1009.89,W,5.6,9.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
4,04 ก.ย. 65 04:00 น.,26.2,22.5,80,1008.53,ลมสงบ,ลมสงบ,9.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
5,04 ก.ย. 65 01:00 น.,26.5,25.1,92,1009.23,ลมสงบ,ลมสงบ,9.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
6,03 ก.ย. 65 22:00 น.,28.2,23.5,76,1009.86,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
7,03 ก.ย. 65 19:00 น.,28.4,24.4,79,1007.83,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
