,datetime,temp,dew_point,rh,pressure,wind_dir,wind_sp,visibility,rain_3h,cloud
0,04 ก.ย. 65 16:00 น.,30.6,23.2,65,1007.23,W,20.4,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
1,04 ก.ย. 65 13:00 น.,31.0,24.6,69,1008.54,W,14.8,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
2,04 ก.ย. 65 10:00 น.,30.0,24.3,71,1010.13,SW,14.8,10.00,ไม่มีฝน,มีเมฆมาก
3,04 ก.ย. 65 07:00 น.,28.5,24.2,78,1008.87,SSW,7.4,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
4,04 ก.ย. 65 04:00 น.,27.5,23.9,81,1008.60,NW,7.4,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
5,04 ก.ย. 65 01:00 น.,27.0,24.1,84,1009.27,SW,13.0,9.00,0.6,มีเมฆมาก
6,03 ก.ย. 65 22:00 น.,27.5,24.6,84,1009.27,SW,11.1,8.00,1.6,มีเมฆมาก
7,03 ก.ย. 65 19:00 น.,29.0,24.3,76,1007.47,W,9.3,10.00,ไม่มีฝน,มีเมฆมาก
