,datetime,temp,dew_point,rh,pressure,wind_dir,wind_sp,visibility,rain_3h,cloud
0,04 ก.ย. 65 16:00 น.,33.0,25.1,63,1006.20,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
1,04 ก.ย. 65 13:00 น.,34.2,25.5,61,1008.36,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
2,04 ก.ย. 65 10:00 น.,29.1,25.3,80,1009.86,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
3,04 ก.ย. 65 07:00 น.,25.5,24.3,93,1009.45,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
4,04 ก.ย. 65 04:00 น.,25.7,24.5,93,1007.99,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
5,04 ก.ย. 65 01:00 น.,26.2,24.8,92,1009.07,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
6,03 ก.ย. 65 22:00 น.,26.9,24.4,86,1009.79,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
7,03 ก.ย. 65 19:00 น.,27.7,24.5,83,1007.30,ลมสงบ,ลมสงบ,10.00,ไม่มีฝน,มีเมฆเป็นส่วนมาก
