,datetime,temp,dew_point,rh,pressure,wind_dir,wind_sp,visibility,rain_3h,cloud
0,04 ก.ย. 65 13:00 น.,33.0,21.1,50,1006.45,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,ท้องฟ้าโปร่ง
1,04 ก.ย. 65 10:00 น.,31.0,20.8,55,1008.50,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,ท้องฟ้าโปร่ง
2,04 ก.ย. 65 07:00 น.,25.0,24.4,97,1007.80,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,ท้องฟ้าโปร่ง
3,04 ก.ย. 65 04:00 น.,25.0,22.9,88,1007.39,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,ท้องฟ้าโปร่ง
4,04 ก.ย. 65 01:00 น.,25.9,22.9,84,1007.83,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,ท้องฟ้าโปร่ง
5,03 ก.ย. 65 22:00 น.,26.9,22.9,79,1007.77,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,ท้องฟ้าโปร่ง
6,03 ก.ย. 65 19:00 น.,30.4,26.2,78,1006.80,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,ท้องฟ้าโปร่ง
7,03 ก.ย. 65 16:00 น.,31.8,23.4,61,1004.75,ลมสงบ,ลมสงบ,8.00,ไม่มีฝน,ท้องฟ้าโปร่ง
